,Unnamed: 0,abstract_x,Text,abstract_y,ROUGE
7996,38138,Tasty!, great taste,Oatmeal makes for winter warmth,1.0
8013,34694,Great Tea, great,Going into a Koma coma,1.0
8018,27687,Yummy Yogurt, great coffee,Tea,1.0
8028,19523,better than lipton dip mix, great taste,Great nutrition...,1.0
8032,65938,Dogs like them, great taste,My son at 21 months STILL loves this one,1.0
8034,27147,Gum with a nice bite, great product,Weird texture,1.0
8052,90927,Delicious wonderfulness, great product,Not meant for my cat's whiskers,1.0
8058,43037,Good, great coffee,This is the one for Heidi,1.0
8079,33349,Just OK, great coffee,Poor quality beans,1.0
8080,13975,Good Coffee, great taste,Excellent seasoning,1.0
8085,54182,Joyful Bouquet of flowers, great popcorn,Great Mongolian Beef Mix,1.0
8087,34305,SEVERE VOMITING, great coffee,Taste is Authentic,1.0
8103,46940,"Tastes like quality regular pasta, but more fiber and less ""sleepiness"" after", delicious,Excellent in every way!,1.0
8114,36763,Thailand / Sri Lanka, great taste,Zesty spearmint and lemon are modulated by green tea into a substantial potion!,1.0
8127,29192,Too much salt!!!!, great snack,All Baking Soda is Aluminum Free,1.0
8170,43314,enerjets-hazelnut coffee flavor, love this stuff,This tea shouldn't be so hard to find!,1.0
8178,14238,My dog LOVES these, great coffee,"delicious canned pink salmon ,no salt is good for health",1.0
8184,9627,Handy container, great tea,Two Favorite Food Groups,1.0
8186,17895,BEST Hot Chocolate EVER!, great,Crack for Kitties,1.0
8194,53791,protein bars, great treats,Great product!,1.0
8195,31994,ew, delicious,nice tofu,1.0
8225,50661,Perfect for chili, not what expected,Sick Cats,1.0
8226,10785,Great, great tea,Cat lethargic and sick for two days,1.0
8232,29249,popcorn, great taste,Great Vidalia Onion Dressing,1.0
8249,3674,Nasty, not bad,highly recommended,1.0
8254,6300,Perfect for Risotto, not bad,These are so tasty!,1.0
8271,80909,Great if you like solid/dry meat snacks., not what expected,Great quality food and my cats LOVE it.,1.0
8277,11963,Only got 5 packs!, not what expected,"It's cat food, they eat it, seems pretty healthy",1.0
8294,12636,For the Kitchen Artist, great gift,A favorite at the office,1.0
8300,93437,Trader Joe's Pumpkin Pancake and Waffle Mix, great product,Too Mild for Me,1.0
8302,44607,Great snack--toasty and crunchy with just a hint of chocolate, great tea,Wolfgang Puck Columbian,1.0
8308,3618,Taste great and good for you!, my dogs love these,Breakfast in Bed Coffee K-Cups,1.0
8318,53154,The dog seems to love it, great product,Great name but I didn't care for it,1.0
8329,49404,extremly salty, great product,Wolfgang Puck K-cup decaf,1.0
8341,97154,incredible, not bad,Tastes like i didn't change the kcup from the last cup,1.0
8389,91547,"Kitchens of India Ready Kashmiri Basmati Rice Pilaf, with Vegetables & Nuts", great chips,This coffee is now DECAFF!,1.0
8400,96320,Just wish it tasted better, not fan,Good Coffee - Great Price,1.0
8404,50205,Amazing fruity wine, great product,Outstanding!,1.0
8408,3764,This is the stuff you want., great popcorn,Perfect every day coffee.,1.0
8425,20974,"A bit more mild than I hoped, but still hugely refreshing", best chocolate ever,One of my top favorites.,1.0
8434,21373,greenies work, great product,"Only a 'HINT"" of vanilla",1.0
8440,59769,Big flavor.  No calories., my son loves this,Makes you feel like you are having breakfast in bed.,1.0
8446,80479,Love this stuff, great popcorn,Tasty but defective cups.,1.0
8448,27978,Peardrax is the best soda ever made!, my cats love this,It's Wolf!,1.0
8449,65027,Excellent, great taste,"Good, not Great",1.0
8461,67198,Great in stir fry, great product,This coffee is very good.,1.0
8471,3184,Great light cracker substitute, haribo gummi bears,Good but not a premium coffee,1.0
8474,17832,Best thing ever, great product,Good flavor & strength,1.0
8495,24474,Try a different flavor, not what expected,Good taste but secretly  DECAF,1.0
8497,48002,Zico- great tasting, good stuff,Wolfgand Puck Rodeo Drive K-cup,1.0
8504,57406,excellent stuff!, great pepper,Yummy hazelnut,1.0
8516,57890,Beargasm?, great gift,Excellent Brew,1.0
8520,22588,Delicious., great for dogs,If there were no other coffee in the house,1.0
8526,95414,Fabulous cooked with Almond Milk, great,Wolfgang Puck Keurig Cup Coffee,1.0
8532,27433,Too many calories!, good stuff,"Not Bad! Smooth, Not Bitter, Plenty Strong But Not Too Strong.",1.0
8533,12916,Unreliable Quality, dented cans,"Great coffee, problematic k-cups!",1.0
8544,23901,"We'll never go back to ""baked""!", great taste,Very satisfied with my purchase as always with Amazon,1.0
8559,25346,Disappointing., my cats love this food,Breakfast...,1.0
8561,91513,sardines, the best,Very nice taste,1.0
8565,74111,Taco Bell at home!, great coffee,Yum  but weak,1.0
8573,95698,elixer of eternal banality, great coffee,"Yummy coffee, not a fan of coffee grinds though!!",1.0
8594,18089,fantastic pb2, great gift,Great brew,1.0
8624,47763,Same Price in Costa Rica, great popcorn,Tasted like bitter oranges,1.0
8636,49697,Think Thin Chunky Peanut Bar, great product,Perfect Espresso K-Cup,1.0
8637,44520,"Ok creamer in a pinch, but pass if you can", great tea,One of my favorites,1.0
8642,24688,MADE IN CHINA!!!!, good,Flavored cofffee?,1.0
8668,21778,very engaging!, hot cocoa,Just got the coffee... LOVE IT!!!,1.0
8674,53963,Great choice for the active young dog!, great taste,Taste like old socks,1.0
8706,20478,3 cats give 5 stars to 5 out of 6 flavors but  should I?, great popcorn,Not my favorite,1.0
8712,97679,Great starter pack for the undecided buyer, great tea,New favorite!,1.0
8715,13579,No rtd police, chocolate heaven,Rich Tasting Coffee,1.0
8732,32622,Tasty, great product,Almost Bitter,1.0
8735,97885,yummy gummy, good product,Okay but not great,1.0
8747,35753,Excellent Salt for Extra Heat, not what expected,great product.,1.0
8753,73473,Wouldn't buy agin, my dogs love these,Easy vegan menu item,1.0
8779,76790,Boldest of them all, good product,Better than Oreos,1.0
8804,75894,These Are Yuck!, great taste,Delightful aroma from this oil!,1.0
8811,48524,Amazingly Delicious!, great popcorn,Low-cost Latte,1.0
8815,67159,Good deal with caveats, great product,"Versatile ""must-have"" for your pantry",1.0
8820,78803,Adult w/GERD, great product,Great product!,1.0
8830,89179,Organic Coconut Oil Great to cook with, good stuff,Starbucks be gone!,1.0
8835,53257,Not the puppy food for us, great taste,It was just what I wanted!,1.0
